,file_name,multiplicity
310,med/[CH2]C(C)C(=O)OCC+OO_[O]O+CCOC(=O)C(C)C.xyz,2
311,low/CCC=O+CC[O]_CC[C]=O+CCO.xyz,2
312,low/COC+[O]_[CH2]OC+[OH].xyz,3
313,med/[O]+CCCCC=C(C)C_[OH]+CC[CH]CC=C(C)C.xyz,3
314,low/[CH2]CC=C+CC(C)C_C=CCC+C[C](C)C.xyz,2
315,low/C=[C]C+CCC(C)O_C=CC+C[CH]C(C)O.xyz,2
316,low/[CH2]CC=C+C=C(C)C_C=CCC+[CH2]C(=C)C.xyz,2
317,low/[CH2]CC=C+COC_C=CCC+[CH2]OC.xyz,2
318,low/[O]+[H][H]_[H]+[OH].xyz,3
319,high/CCCC+[O]O_[CH2]CCC+OO.xyz,2
320,low/C[C]=O+CCCCO_CC=O+C[CH]CCO.xyz,2
321,med/[OH]+CC(C)(C)OCC(CO)OC(C)(C)C_O+CC(C)(C)O[CH]C(CO)OC(C)(C)C.xyz,2
322,low/C=[C]C+CC(C)(C)O_C=CC+CC(C)(C)[O].xyz,2
323,low/C=C+CCCO[O]_[CH]=C+CCCOO.xyz,2
324,low/[CH2]C(C)C+C=C_CC(C)C+[CH]=C.xyz,2
325,low/CC(C)C+CC(C)(C)O[O]_[CH2]C(C)C+CC(C)(C)OO.xyz,2
326,low/CC(C)(C)O+[H]_[CH2]C(C)(C)O+[H][H].xyz,2
327,low/[CH2]CC=C+C=CCC_C=CCC+C=C[CH]C.xyz,2
328,low/CCCO[O]+COO_CCCOO+CO[O].xyz,2
329,low/[CH]=CC=C+CC(C)C_C=CC=C+[CH2]C(C)C.xyz,2
330,low/C#CC=C+[CH]=C_C#C[C]=C+C=C.xyz,2
331,low/[CH2]C(C)C+CC_CC(C)C+C[CH2].xyz,2
332,low/C[C](C)C+C=CC=C_CC(C)C+[CH]=CC=C.xyz,2
333,low/[CH]=C+CCO_C=C+[CH2]CO.xyz,2
334,low/[CH2]C=O+CCO_CC=O+C[CH]O.xyz,2
335,low/C[C](C)C+CCCCO_CC(C)C+CCC[CH]O.xyz,2
336,med/[O]+CCC(C)CC(C)C_[OH]+CCC(C)[CH]C(C)C.xyz,3
337,med/C[CH]C(CC)OC(C)C+OO_[O]O+CCC(CC)OC(C)C.xyz,2
338,low/[CH]=CC#C+C=C(C)C_C#CC=C+[CH2]C(=C)C.xyz,2
339,med/[CH3]+C=CCCCC(C)C_[CH]=CCCCC(C)C+C.xyz,2
340,low/[CH2]C=O+CC(C)CO_CC=O+C[C](C)CO.xyz,2
341,low/[OH]+COO_CO[O]+O.xyz,2
342,low/C=C[CH]C+CCC(C)O_C=CCC+CCC(C)[O].xyz,2
343,low/CCCC+[CH3]_[CH2]CCC+C.xyz,2
344,high/[O]O+C#CC=C_OO+[CH]=CC#C.xyz,2
